row_id,candidate_class,score_pre_sort,eligibility,eligibility_reason,primary_class,owned_classes,from_cooc,from_narrative,from_pop
24,fighter,0.5021314228838245,eligible,"need STR>=13 or DEX>=13; have STR=8, DEX=17",rogue,rogue,0.0,0.4021314228838245,0.1
24,monk,0.1430770925610037,eligible,ok,rogue,rogue,0.0,0.1062349872978458,0.03684210526315789
25,monk,0.6309327530946084,eligible,ok,ranger,ranger,0.55,0.044090647831450405,0.03684210526315789
25,rogue,0.7239516331697897,eligible,ok,ranger,ranger,0.55,0.1371095279066318,0.03684210526315789
25,fighter,0.704827277520075,eligible,"need STR>=13 or DEX>=13; have STR=12, DEX=16",ranger,ranger,0.0,0.604827277520075,0.1
25,druid,0.07055896128255838,eligible,ok,ranger,ranger,0.0,0.04950632970361102,0.021052631578947368
25,cleric,0.15772959123874247,eligible,ok,ranger,ranger,0.0,0.1261506438703214,0.031578947368421054
26,fighter,1.303303607325223,eligible,"need STR>=13 or DEX>=13; have STR=8, DEX=16",wizard,wizard,0.55,0.6533036073252231,0.1
26,sorcerer,-1000.0,ineligible,CHA>=13 (have 12),wizard,wizard,0.0,0.10022751525456994,0.015789473684210527
26,barbarian,-1000.0,ineligible,STR>=13 (have 8),wizard,wizard,0.0,0.18061814179512237,0.031578947368421054
26,rogue,0.14843660362444455,eligible,ok,wizard,wizard,0.0,0.11159449836128667,0.03684210526315789
26,artificer,0.010526315789473684,eligible,ok,wizard,wizard,0.0,0.0,0.010526315789473684
27,monk,-1000.0,ineligible,WIS>=13 (have 10),warlock,warlock,0.55,0.12857659996570459,0.03684210526315789
27,rogue,0.19251399970439675,eligible,ok,warlock,warlock,0.0,0.15567189444123886,0.03684210526315789
27,fighter,0.5515071109232541,eligible,"need STR>=13 or DEX>=13; have STR=9, DEX=14",warlock,warlock,0.0,0.45150711092325413,0.1
27,sorcerer,0.06432594723246629,eligible,ok,warlock,warlock,0.0,0.04853647354825577,0.015789473684210527
27,bard,0.015789473684210527,eligible,ok,warlock,warlock,0.0,0.0,0.015789473684210527
28,fighter,0.819897235367066,eligible,"need STR>=13 or DEX>=13; have STR=14, DEX=14",sorcerer,sorcerer,0.0,0.7198972353670661,0.1
28,barbarian,0.21017072645553175,eligible,ok,sorcerer,sorcerer,0.0,0.17859177908711069,0.031578947368421054
28,rogue,0.15720727155453879,eligible,ok,sorcerer,sorcerer,0.0,0.1203651662913809,0.03684210526315789
28,warlock,0.12625245411032734,eligible,ok,sorcerer,sorcerer,0.0,0.10519982253137997,0.021052631578947368
28,paladin,0.09901691072633716,eligible,ok,sorcerer,sorcerer,0.0,0.07270112125265295,0.02631578947368421
29,sorcerer,-1000.0,ineligible,CHA>=13 (have 8),cleric,cleric,0.55,0.043444275975897124,0.015789473684210527
29,warlock,-1000.0,ineligible,CHA>=13 (have 8),cleric,cleric,0.0,0.1949933076667695,0.021052631578947368
29,druid,0.22227529814132338,eligible,ok,cleric,cleric,0.0,0.201222666562376,0.021052631578947368
29,fighter,0.5216634879589589,eligible,"need STR>=13 or DEX>=13; have STR=13, DEX=10",cleric,cleric,0.0,0.42166348795895886,0.1
29,barbarian,0.20950512767707968,eligible,ok,cleric,cleric,0.0,0.17792618030865864,0.031578947368421054
30,cleric,0.15438433805080637,eligible,ok,druid,druid,0.0,0.1228053906823853,0.031578947368421054
30,rogue,0.14890458073264268,eligible,ok,druid,druid,0.0,0.11206247546948478,0.03684210526315789
30,fighter,0.5978754176088529,eligible,"need STR>=13 or DEX>=13; have STR=8, DEX=14",druid,druid,0.0,0.4978754176088529,0.1
30,monk,0.15453772396733131,eligible,ok,druid,druid,0.0,0.11769561870417343,0.03684210526315789
30,wizard,0.08528610903668117,eligible,ok,druid,druid,0.0,0.04844400377352328,0.03684210526315789
31,monk,0.5999385984763745,eligible,ok,fighter,fighter,0.55,0.013096493213216608,0.03684210526315789
31,druid,0.06989666665708609,eligible,ok,fighter,fighter,0.0,0.048844035078138726,0.021052631578947368
31,ranger,0.07444833273839331,eligible,ok,fighter,fighter,0.0,0.0481325432647091,0.02631578947368421
31,rogue,0.07255408221447729,eligible,ok,fighter,fighter,0.0,0.03571197695131939,0.03684210526315789
31,cleric,0.031578947368421054,eligible,ok,fighter,fighter,0.0,0.0,0.031578947368421054
32,druid,0.0530735486770931,eligible,ok,cleric,cleric,0.0,0.03202091709814573,0.021052631578947368
32,monk,0.08771355439291631,eligible,ok,cleric,cleric,0.0,0.05087144912975841,0.03684210526315789
32,rogue,0.05363825793401904,eligible,ok,cleric,cleric,0.0,0.016796152670861146,0.03684210526315789
32,fighter,0.18847564499181588,eligible,"need STR>=13 or DEX>=13; have STR=8, DEX=16",cleric,cleric,0.0,0.08847564499181587,0.1
32,ranger,0.03869980919079198,eligible,ok,cleric,cleric,0.0,0.012384019717107776,0.02631578947368421
33,fighter,0.7163090436074008,eligible,"need STR>=13 or DEX>=13; have STR=8, DEX=16",wizard,wizard,0.55,0.06630904360740081,0.1
33,druid,-1000.0,ineligible,WIS>=13 (have 12),wizard,wizard,0.0,0.04196728808092244,0.021052631578947368
33,cleric,-1000.0,ineligible,WIS>=13 (have 12),wizard,wizard,0.0,0.02411727503278812,0.031578947368421054
33,rogue,0.07092808784518928,eligible,ok,wizard,wizard,0.0,0.03408598258203138,0.03684210526315789
33,artificer,0.030361875756149216,eligible,ok,wizard,wizard,0.0,0.01983555996667553,0.010526315789473684
34,ranger,0.5938368262165779,eligible,ok,rogue,rogue,0.55,0.01752103674289366,0.02631578947368421
34,monk,0.06605878728786872,eligible,ok,rogue,rogue,0.0,0.029216682024710835,0.03684210526315789
34,druid,0.041941709583648554,eligible,ok,rogue,rogue,0.0,0.020889078004701182,0.021052631578947368
34,fighter,0.17587613946040517,eligible,"need STR>=13 or DEX>=13; have STR=10, DEX=18",rogue,rogue,0.0,0.07587613946040517,0.1
34,cleric,0.04062856975709988,eligible,ok,rogue,rogue,0.0,0.009049622388678824,0.031578947368421054
35,barbarian,0.6055609629257305,eligible,ok,paladin,paladin,0.55,0.023982015557309392,0.031578947368421054
35,fighter,0.23760997354112248,eligible,"need STR>=13 or DEX>=13; have STR=16, DEX=12",paladin,paladin,0.0,0.13760997354112248,0.1
35,sorcerer,0.03231008411587265,eligible,ok,paladin,paladin,0.0,0.016520610431662124,0.015789473684210527
35,warlock,0.0582057501164428,eligible,ok,paladin,paladin,0.0,0.03715311853749543,0.021052631578947368
35,bard,0.015789473684210527,eligible,ok,paladin,paladin,0.0,0.0,0.015789473684210527
36,fighter,0.7322576467975314,eligible,"need STR>=13 or DEX>=13; have STR=10, DEX=18",monk,monk,0.55,0.08225764679753135,0.1
36,ranger,0.5896176946046493,eligible,ok,monk,monk,0.55,0.01330190513096512,0.02631578947368421
36,druid,0.030833147542959592,eligible,ok,monk,monk,0.0,0.009780515964012224,0.021052631578947368
36,cleric,0.04837303867476026,eligible,ok,monk,monk,0.0,0.016794091306339208,0.031578947368421054
36,rogue,0.044846089468800386,eligible,ok,monk,monk,0.0,0.008003984205642497,0.03684210526315789
37,fighter,0.19576487697661016,eligible,"need STR>=13 or DEX>=13; have STR=12, DEX=14",artificer,artificer,0.0,0.09576487697661014,0.1
37,warlock,-1000.0,ineligible,CHA>=13 (have 10),artificer,artificer,0.0,0.03753183483457638,0.021052631578947368
37,paladin,-1000.0,ineligible,STR>=13 (have 12) & CHA>=13 (have 10),artificer,artificer,0.0,0.042447812430528545,0.02631578947368421
37,rogue,0.05497373907503715,eligible,ok,artificer,artificer,0.0,0.018131633811879256,0.03684210526315789
37,wizard,0.05639676681310202,eligible,ok,artificer,artificer,0.0,0.01955466154994413,0.03684210526315789
38,warlock,0.05156332691421076,eligible,ok,bard,bard,0.0,0.030510695335263394,0.021052631578947368
38,paladin,-1000.0,ineligible,STR>=13 (have 10),bard,bard,0.0,0.04536948267562453,0.02631578947368421
38,rogue,0.07590589573592418,eligible,ok,bard,bard,0.0,0.0390637904727663,0.03684210526315789
38,fighter,0.1617814989887601,eligible,"need STR>=13 or DEX>=13; have STR=10, DEX=14",bard,bard,0.0,0.0617814989887601,0.1
38,sorcerer,0.029856773310528013,eligible,ok,bard,bard,0.0,0.014067299626317486,0.015789473684210527
39,barbarian,0.10451109385693991,eligible,ok,,,0.0,0.07293214648851885,0.031578947368421054
39,fighter,0.21372667134910048,eligible,"need STR>=13 or DEX>=13; have STR=18, DEX=14",,,0.0,0.11372667134910047,0.1
39,paladin,-1000.0,ineligible,CHA>=13 (have 8),,,0.0,0.033701000833147275,0.02631578947368421
39,ranger,-1000.0,ineligible,WIS>=13 (have 12),,,0.0,0.014734749318829876,0.02631578947368421
39,rogue,0.06009081133426888,eligible,ok,,,0.0,0.023248706071110986,0.03684210526315789
40,druid,0.06262083705899041,eligible,ok,,,0.0,0.04156820548004304,0.021052631578947368
40,fighter,0.156469558531322,eligible,"need STR>=13 or DEX>=13; have STR=8, DEX=14",,,0.0,0.05646955853132199,0.1
40,cleric,0.04159128763369395,eligible,ok,,,0.0,0.010012340265272899,0.031578947368421054
40,monk,0.053565670583188243,eligible,ok,,,0.0,0.016723565320030356,0.03684210526315789
40,rogue,0.051147697054163534,eligible,ok,,,0.0,0.014305591791005642,0.03684210526315789
41,fighter,0.7542715801728697,eligible,"need STR>=13 or DEX>=13; have STR=10, DEX=16",wizard,wizard,0.55,0.10427158017286962,0.1
41,ranger,-1000.0,ineligible,WIS>=13 (have 12),wizard,wizard,0.0,0.01176482030287573,0.02631578947368421
41,monk,-1000.0,ineligible,WIS>=13 (have 12),wizard,wizard,0.0,0.019141083343424452,0.03684210526315789
41,rogue,0.05081474263982787,eligible,ok,wizard,wizard,0.0,0.013972637376669978,0.03684210526315789
41,artificer,0.010526315789473684,eligible,ok,wizard,wizard,0.0,0.0,0.010526315789473684
42,monk,0.6375159839009316,eligible,ok,fighter,fighter,0.55,0.05067387863777358,0.03684210526315789
42,barbarian,0.6346066847044552,eligible,ok,fighter,fighter,0.55,0.053027737336034164,0.031578947368421054
42,cleric,0.0680520477156347,eligible,ok,fighter,fighter,0.0,0.036473100347213634,0.031578947368421054
42,rogue,0.08354562848201821,eligible,ok,fighter,fighter,0.0,0.04670352321886033,0.03684210526315789
42,druid,0.07601223559439103,eligible,ok,fighter,fighter,0.0,0.05495960401544367,0.021052631578947368
43,sorcerer,-1000.0,ineligible,CHA>=13 (have 12),cleric,cleric,0.55,0.024920509078526578,0.015789473684210527
43,paladin,-1000.0,ineligible,STR>=13 (have 12) & CHA>=13 (have 12),cleric,cleric,0.0,0.053757275429129045,0.02631578947368421
43,druid,0.06077247308451737,eligible,ok,cleric,cleric,0.0,0.03971984150557,0.021052631578947368
43,warlock,-1000.0,ineligible,CHA>=13 (have 12),cleric,cleric,0.0,0.0428538943927082,0.021052631578947368
43,rogue,-1000.0,ineligible,DEX>=13 (have 12),cleric,cleric,0.0,0.035953181297527795,0.03684210526315789
44,fighter,0.7829078780309421,eligible,"need STR>=13 or DEX>=13; have STR=8, DEX=16",wizard,wizard,0.55,0.13290787803094212,0.1
44,sorcerer,-1000.0,ineligible,CHA>=13 (have 10),wizard,wizard,0.0,0.022024630982010168,0.015789473684210527
44,barbarian,-1000.0,ineligible,STR>=13 (have 8),wizard,wizard,0.0,0.05054885264227711,0.031578947368421054
44,rogue,0.06010280117852952,eligible,ok,wizard,wizard,0.0,0.023260695915371634,0.03684210526315789
44,artificer,0.010526315789473684,eligible,ok,wizard,wizard,0.0,0.0,0.010526315789473684
45,monk,-1000.0,ineligible,DEX>=13 (have 10) & WIS>=13 (have 10),fighter,fighter|wizard,0.55,0.009158688111303945,0.03684210526315789
45,barbarian,0.6084117899062729,eligible,ok,fighter,fighter|wizard,0.55,0.026832842537851783,0.031578947368421054
45,sorcerer,-1000.0,ineligible,CHA>=13 (have 8),fighter,fighter|wizard,0.0,0.014532969448749584,0.015789473684210527
45,ranger,-1000.0,ineligible,DEX>=13 (have 10) & WIS>=13 (have 10),fighter,fighter|wizard,0.0,0.021293244585679647,0.02631578947368421
45,artificer,0.010526315789473684,eligible,ok,fighter,fighter|wizard,0.0,0.0,0.010526315789473684
46,barbarian,-1000.0,ineligible,STR>=13 (have 8),rogue,rogue,0.55,0.03908021704138062,0.031578947368421054
46,ranger,-1000.0,ineligible,WIS>=13 (have 12),rogue,rogue,0.55,0.0,0.02631578947368421
46,fighter,0.16784759892509543,eligible,"need STR>=13 or DEX>=13; have STR=8, DEX=18",rogue,rogue,0.0,0.06784759892509544,0.1
46,wizard,0.06861322379821722,eligible,ok,rogue,rogue,0.0,0.031771118535059324,0.03684210526315789
46,artificer,0.010526315789473684,eligible,ok,rogue,rogue,0.0,0.0,0.010526315789473684
47,monk,-1000.0,ineligible,WIS>=13 (have 12),fighter,barbarian|fighter,0.55,0.0,0.03684210526315789
47,wizard,-1000.0,ineligible,INT>=13 (have 10),fighter,barbarian|fighter,0.55,0.02702250000095265,0.03684210526315789
